Período;Região;Valor PVP (Ambulatório);Unidades Dispensadas (Ambulatório);Valor PVP (Genéricos);Unidades Dispensadas (Genéricos);Quota Mercado Genéricos - Valor PVP;Quota Mercado Genéricos - Unidades dispensadas
2018-09;Algarve;6230217.750000006;16879899;1377089.7699999982;7357318;22.103397108391547;43.5862679036172
2018-10;Norte;62177359.84000019;193253755;16258260.62000001;96462901;26.148200344686686;49.91514964353474
2018-10;Centro;33945399.839999974;102560106;8110391.970000016;47563038;23.892462625946262;46.37576915140863
2018-10;Alentejo;9016702.239999965;27995999;2476418.799999997;14064207;27.46479515552913;50.23648914975315
2018-11;Alentejo;8865877.290000016;27480642;2449851.7200000007;13895811;27.632366655505518;50.56581647546662
2018-11;Algarve;6566161.50000003;17548803;1457580.0900000003;7712407;22.19835881283142;43.94833653326668
2019-01;Norte;62794536.67999993;191620679;16295326.539999956;95370540;25.95022975173893;49.77048432231054
2019-02;Norte;57721778.90000008;176251266;14927620.150000053;87398362;25.8613307394101;49.58736693556573
2019-04;Algarve;6552156.970000014;17481432;1466967.7899999982;7759763;22.389081896491792;44.38860043044529
2019-06;Norte;49658026.15999987;151757454;12896926.590000052;76969010;25.971484546014196;50.71843785676584
2019-06;Lisboa;55599074.09000017;164363880;14041526.240000002;79813101;25.254964169494066;48.558783718174574
2019-06;Algarve;6361278.5600000005;16974605;1415186.319999998;7542030;22.246884909250035;44.43125480681288
2019-07;Centro;46398136.19000051;139961538;11237528.120000057;66181766;24.21978347143589;47.2856807275153
2019-08;Alentejo;7371584.5499999635;22432710;1991001.8599999931;11364439;27.00914364469988;50.66012532591916
2019-11;Norte;56039081.19999987;165668320;14199966.120000005;84019894;25.33939853389323;50.71572766597742
2019-12;Alentejo;7785530.869999949;23233771;2070551.2499999963;11734868;26.594862759821154;50.50780607246237
2019-12;Algarve;6851146.939999981;17831488;1482535.3699999948;7817079;21.6392289201142;43.83862412379718
2020-01;Lisboa;64608433.6600005;185141197;15918928.329999968;88808379;24.63908723398673;47.967918777148235
2020-01;Alentejo;8234428.809999971;24484575;2182151.3199999942;12251042;26.500336214577125;50.03575516422074
2020-02;Centro;42880616.67000065;124240673;10141412.059999945;58647599;23.650340987504716;47.20483041813529
2020-02;Alentejo;7557262.479999992;22419375;1997931.8200000061;11219992;26.437242656153025;50.04596247665245
2020-02;Algarve;6798273.329999996;17725046;1473515.089999995;7747503;21.674843279653714;43.70935342001369
2020-04;Centro;39925923.340000376;117450959;9595695.15000006;56620545;24.033746366452775;48.20781837975457
2020-05;Lisboa;52168528.14999997;152438895;13107935.489999965;74399728;25.126136302543877;48.806262994756025
2020-07;Algarve;7346962.720000012;19617737;1638947.4600000002;8639012;22.307823279658585;44.03674083305327
2020-08;Centro;40541842.81999973;120061343;9800420.949999971;56945294;24.173595150848243;47.43016576118093
2020-08;Algarve;6789320.950000018;18033806;1511787.6;7937859;22.267139985479638;44.016548697485156
2020-09;Norte;53685005.25000041;160441455;13684034.090000017;80676945;25.489490084384247;50.28435138536982
2020-10;Centro;46404004.12999998;133288639;10953539.070000008;63060507;23.604728245678682;47.31123933225847
2020-10;Algarve;7214038.100000011;18851688;1589678.9099999997;8335818;22.035909541425866;44.21788648316268
2020-12;Centro;45047318.71;130898315;10883167.35;62355812;24.1594120619305;47.6368332166843
2021-02;Algarve;6545383.0;17321272;1485754.0;7791346;22.7;45.0
2021-03;Lisboa;64126795.49;185431470;16137017.14;89320766;25.164234415107202;48.1691516547865
2021-04;Lisboa;60036883.36;172902785;15099600.77;83586500;25.1505406759009;48.3430616805854
2021-07;Norte;60682559.93;179998559;15693064.9;91139847;25.8609144342339;50.6336536838609
2021-07;Algarve;7883465.04;20790057;1779013.65;9291521;22.566392328417002;44.692138169703
2021-09;Algarve;7554391.09;19680563;1689384.36;8757536;22.3629454693747;44.4984017987697
2021-09;Alentejo;7929825.48;23285609;2093097.47;11676096;26.395252648107498;50.142970278338
2021-10;Centro;48067983.18;135718658;11368278.43;64133211;23.6504169260217;47.2545278188648
2021-11;Lisboa;68427756.42;187670324;16403117.91;90136477;23.9714390302671;48.0291583020872
2021-12;Lisboa;67511637.06;188162576;16501944.19;90949759;24.443110711912;48.3357322871685
2021-12;Alentejo;8317397.49;24080182;2162112.86;12045020;25.995064713445597;50.020469114394594
