Período,Região,Valor PVP (Ambulatório),Nº Embalagens (Ambulatório),Preço Médio por Embalagem (Ambulatório),Valor PVP (Genéricos),Nº Embalagens (Genéricos),Preço Médio por Embalagem (Genéricos)
2015-05,Lisboa,55457457.51,4485389,12.364024059005807,13429725.420000002,1834176,7.3219393449701675
2015-08,Alentejo,6744715.789999997,552008,12.218510945493538,1766004.4799999997,240707,7.336739189138662
2015-08,Lisboa,48616734.53000001,3892364,12.490284703588875,12023804.829999996,1629381,7.37936972997721
2015-08,Norte,44401242.8,3731844,11.897936462510222,11393044.230000002,1608463,7.083187011451306
2015-09,Lisboa,54136161.69000001,4353748,12.434381064315163,13294465.699999997,1795708,7.403467434571766
2015-09,Norte,47493261.03999999,4011521,11.839215359959475,12169681.740000002,1712249,7.107425228456844
2015-10,Algarve,6211225.4799999995,459062,13.530254039759335,1309467.9000000001,169197,7.739309207610065
2015-10,Lisboa,59256541.94,4831151,12.265512284753674,14240814.21,1941731,7.334081914539141
2015-10,Norte,51744826.48000001,4427102,11.688193874909594,12932606.44,1832593,7.056998711661564
2015-11,Centro,40026021.330000006,3204251,12.491537438858568,9308605.049999999,1277447,7.286881608395494
2015-12,Alentejo,7376362.890000001,597972,12.335632588147941,1924673.6699999995,261866,7.349841789312089
2015-12,Algarve,6249066.139999999,458066,13.642283295420308,1327900.1800000002,172581,7.694359054588861
2015-12,Norte,50013584.93000001,4198673,11.91175996082572,12663872.480000002,1788982,7.078814923794651
2016-01,Alentejo,7007755.630000001,577710,12.130230790535045,1836777.9,251836,7.293547785066472
2016-02,Norte,47206295.199999996,4064743,11.613598990145256,12152080.47,1728378,7.030915962827576
2016-02,Lisboa,54928188.150000006,4511767,12.174429253549663,13527725.98,1853722,7.297602326562451
2016-03,Centro,40827082.01,3346254,12.200831739013235,9783017.15,1353680,7.226979160510608
2016-03,Alentejo,7454137.01,618654,12.048959531499028,1985632.41,270122,7.350872605711493
2016-05,Norte,49272624.3,4251475,11.589536407952533,12753894.14,1817264,7.018184556564154
2016-05,Alentejo,7411072.79,617344,12.004770095765084,1963405.55,268150,7.322041954130151
2016-06,Centro,38875238.16,3158346,12.308733166030573,9275510.67,1277347,7.261543394238214
2016-06,Algarve,6106136.04,454022,13.448987141592259,1297332.49,168106,7.717347923334087
2016-07,Algarve,6340100.6899999995,471792,13.438338695865975,1340793.14,173946,7.70809987007462
2016-08,Lisboa,49959715.400000006,4027324,12.405189003914263,12379770.81,1682402,7.35839045008268
2016-09,Norte,47672958.68,4053975,11.759559119136156,12327800.78,1751239,7.039473641233435
2016-09,Algarve,6088075.78,449981,13.529628539871684,1285383.55,168157,7.643949107084451
2016-10,Lisboa,56996794.059999995,4659443,12.232533815737202,13685451.37,1881875,7.272242508136832
2016-10,Alentejo,7278526.37,602086,12.08884838710749,1907439.99,260601,7.319388605569434
2016-11,Norte,50306177.5,4304823,11.686003698642198,12641844.06,1814105,6.968639665289496
2016-11,Lisboa,57266180.89,4687495,12.21679828778484,13703893.48,1890153,7.250150374070247
2016-12,Norte,49662580.11,4296457,11.55896128135345,12524095.31,1819302,6.884011181211256
2016-12,Alentejo,7290850.58,606018,12.030749218670072,1886510.56,261768,7.206803581797622
2017-01,Centro,41606460.24,3408429,12.206931768272128,9776135.38,1377195,7.098584717487357
2017-02,Norte,45499990.76,3895224,11.680968991770435,11530455.82,1657114,6.95815485235174
2017-02,Centro,36913403.11,2993165,12.332565398165487,8625496.47,1204522,7.160928957711026
2017-03,Norte,52993851.69,4525305,11.710559109275508,13388027.86,1922175,6.9650410914719
2017-03,Algarve,6603166.42,495266,13.332565570824567,1377628.58,181284,7.599283886057236
2017-04,Norte,45644258.85,3887786,11.740424717306972,11727116.24,1672669,7.011020255651298
2017-05,Lisboa,58624152.92,4753570,12.332657964435151,14364718.18,1954811,7.348392340742915
2017-07,Lisboa,57779680.250000104,4674208,12.361384056935444,14315109.140000056,1946970,7.352506273851192
2017-08,Lisboa,50701552.03999974,4096003,12.378299537378204,12665154.159999995,1721528,7.356926033151941
2017-09,Norte,48658381.08000015,4121721,11.805355355202389,12646570.259999994,1797043,7.037433305713884
2017-10,Centro,41727505.53000009,3373133,12.370548546410738,9875614.17,1372309,7.1963487596452405
2017-12,Norte,49414290.8900009,4239830,11.654781179906012,12747449.639999988,1834954,6.947013189431445
2017-12,Alentejo,7043890.229999997,578778,12.170279848231958,1895591.8000000047,258122,7.3437823974709815
2017-12,Algarve,5944013.910000014,446737,13.305398724529228,1292896.869999998,171034,7.559297391161979
2018-01,Norte,53605469.68,4641393,11.54943562848481,14017978.379999977,2019908,6.939909332504241
2018-01,Lisboa,60044177.87,5014923,11.973100657776799,15071844.21000001,2086751,7.22263662986145
2018-01,Alentejo,7685987.85,643772,11.938990589836152,2107975.8500000113,288264,7.312657321066839
2018-02,Alentejo,8034385.72,669926,11.992945071545215,2213828.13,300408,7.36940470959495
2018-03,Norte,52052356.03000013,4437674,11.72964846674184,13696528.520000076,1941468,7.054727927527044
2018-04,Alentejo,8371944.45,688265,12.16383871038045,2298967.34,307849,7.46784085704355
2018-05,Lisboa,58638507.27000001,4807357,12.197660225774788,14869810.890000068,2012975,7.386982396701433
2018-06,Centro,41417965.2300005,3321707,12.46887977476656,10159315.810000002,1392500,7.2957384631956925
2018-07,Alentejo,7650528.009999997,624246,12.255630008041697,2117229.3699999885,281526,7.520546485937315
2018-07,Algarve,6848111.299999977,514821,13.301926883324452,1536607.8200000008,198560,7.738758158742953
2018-11,Alentejo,8865877.290000016,722217,12.275918858182536,2449851.7200000007,324665,7.545783253507464
2018-12,Lisboa,60488787.65999986,4934987,12.2571321180785,15336463.23999999,2075292,7.390026675764177
2018-12,Alentejo,8537575.970000016,689064,12.390105955324927,2342203.909999996,309442,7.569120901493643
2019-01,Alentejo,9249780.990000017,758855,12.1891283446772,2522630.28,339335,7.43404093300131
2019-02,Norte,57721778.90000008,4883391,11.82001992058389,14927620.150000053,2116397,7.053317572270256
2019-02,Centro,31045411.170000147,2456309,12.639049553618925,7340313.180000001,1011727,7.2552310850654385
2019-02,Alentejo,8412256.340000011,687731,12.23189930365217,2272208.0500000003,306166,7.421490465956378
2019-03,Centro,42368394.97000016,3351145,12.64296082980598,10220342.609999994,1403745,7.280768665249026
2019-04,Norte,52023799.38000009,4313831,12.059767612593097,13600970.480000049,1916163,7.098023748501588
2019-04,Algarve,6552156.970000014,486667,13.463327018269194,1466967.7899999982,189920,7.724135372788533
2019-07,Centro,46398136.19000051,3621783,12.810854816536636,11237528.120000057,1530782,7.341037535063815
2019-07,Lisboa,64843719.100000136,5143897,12.605952082633097,16348006.020000027,2196016,7.444392946135196
2019-08,Norte,51601963.210000835,4187019,12.324272521811062,13479300.870000016,1898317,7.10065856756275
2019-08,Lisboa,54209096.980000146,4277002,12.674554975658218,13753431.520000003,1859756,7.395288156080692
2019-09,Alentejo,7393552.459999981,587163,12.591993126269845,1991516.4399999962,267144,7.454842481957282
2019-12,Norte,55987717.08999978,4578424,12.228600297831695,14212335.609999994,2003871,7.092440386631671
2020-01,Norte,58942893.38000045,4816266,12.238296925460606,15015974.990000034,2126139,7.062555641940642
2020-01,Alentejo,8234428.809999971,653057,12.609050680109043,2182151.3199999942,293723,7.429283100063646
2020-02,Lisboa,60597289.800000265,4804078,12.613718969592139,14835569.290000062,2019501,7.346155951395945
2020-02,Alentejo,7557262.479999992,600543,12.584048902409972,1997931.8200000061,269431,7.4153746970467616
2020-03,Centro,54829935.920000456,4104093,13.35981809379087,12897259.739999963,1746704,7.38376951103333
2020-03,Alentejo,9884431.219999904,752596,13.133781231895869,2575196.3300000117,340543,7.562029846451144
2020-03,Algarve,8873528.220000003,618614,14.34420853714918,1914269.430000004,243958,7.846717180826224
2020-05,Alentejo,6966359.529999964,540230,12.895173407622613,1869037.5799999952,246697,7.576247704674135
2020-06,Norte,50485188.62000029,4000204,12.620653501671487,12969644.170000033,1799136,7.208818104912599
2020-06,Algarve,6542548.319999981,470496,13.905640685574332,1460195.9599999965,186170,7.843347263253996
2020-07,Lisboa,61706479.04000012,4747667,12.99722138052229,15422765.77000003,2042366,7.551421131178265
2020-07,Alentejo,8029629.959999951,620670,12.93703571946437,2142921.3000000003,282033,7.598122560125944
2020-08,Centro,40541842.81999973,3079048,13.167005782306651,9800420.949999971,1317097,7.440925725288245
2020-09,Norte,53685005.25000041,4236089,12.673247717411133,13684034.090000017,1891066,7.2361483364409365
2020-09,Centro,43172052.81000055,3273729,13.18742413009768,10355619.909999993,1388064,7.460477261855356
2020-10,Centro,46404004.12999998,3488797,13.300861050384984,10953539.070000008,1465579,7.473864643257039
2020-10,Alentejo,7917491.769999978,612158,12.933738953015363,2087351.5999999936,275000,7.590369454545431
2020-11,Algarve,7091765.850000015,503301,14.090506178211479,1570335.5600000005,198907,7.894823007737287
2020-12,Algarve,6970416.46,492299,14.1589084276019,1568151.77,198152,7.91388313012233
2021-01,Lisboa,62314665.89,4769395,13.0655284139812,15578447.28,2053168,7.58751708579132
2021-02,Norte,52110122.0,4095151,12.72,13511692.0,1854436,7.29
